clip,time,length,leftX,leftY,leftZ,rightX,rightY,rightZ,hipsYaw,rootYaw
TurnRight,0.445833,0.600000,0.011848,0.030764,0.201221,0.157030,0.015731,-0.099340,59.902650,0.000000
TurnRight,0.450000,0.600000,0.024242,0.030927,0.201913,0.156953,0.015818,-0.099787,60.748210,0.000000
TurnRight,0.454167,0.600000,0.037126,0.031129,0.202119,0.156926,0.015904,-0.100208,61.597080,0.000000
TurnRight,0.458333,0.600000,0.050374,0.031444,0.201885,0.156890,0.015985,-0.100520,62.448390,0.000000
TurnRight,0.462500,0.600000,0.063588,0.031899,0.201217,0.156738,0.016072,-0.100779,63.301240,0.000000
TurnRight,0.466667,0.600000,0.076394,0.032497,0.200137,0.156358,0.016172,-0.101029,64.154740,0.000000
TurnRight,0.470833,0.600000,0.089138,0.033050,0.198650,0.155815,0.016081,-0.101024,65.008000,0.000000
TurnRight,0.475000,0.600000,0.102068,0.033749,0.196431,0.155136,0.015992,-0.100871,65.860170,0.000000
TurnRight,0.479167,0.600000,0.114893,0.034549,0.193560,0.154360,0.015911,-0.100637,66.710350,0.000000
TurnRight,0.483333,0.600000,0.127335,0.035392,0.190175,0.153527,0.015844,-0.100391,67.557700,0.000000
TurnRight,0.487500,0.600000,0.139137,0.036212,0.186461,0.152675,0.015794,-0.100203,68.401360,0.000000
TurnRight,0.491667,0.600000,0.150067,0.036932,0.182655,0.151842,0.015761,-0.100149,69.240490,0.000000
TurnRight,0.495833,0.600000,0.159923,0.037469,0.179029,0.151067,0.015746,-0.100302,70.074260,0.000000
TurnRight,0.500000,0.600000,0.168529,0.037734,0.175884,0.150388,0.015745,-0.100740,70.901820,0.000000
TurnRight,0.504167,0.600000,0.175961,0.037762,0.173310,0.149774,0.015760,-0.101331,71.723660,0.000000
TurnRight,0.508333,0.600000,0.182455,0.037640,0.171138,0.149169,0.015789,-0.101865,72.541020,0.000000
TurnRight,0.512500,0.600000,0.188076,0.037365,0.169279,0.148576,0.015831,-0.102305,73.354110,0.000000
TurnRight,0.516667,0.600000,0.192874,0.036937,0.167631,0.147996,0.015886,-0.102613,74.163120,0.000000
TurnRight,0.520833,0.600000,0.196952,0.036266,0.166192,0.147495,0.015872,-0.102800,74.968270,0.000000
TurnRight,0.525000,0.600000,0.200270,0.035430,0.164704,0.147004,0.015874,-0.103130,75.769780,0.000000
TurnRight,0.529167,0.600000,0.202850,0.034431,0.163038,0.146520,0.015888,-0.103581,76.567840,0.000000
TurnRight,0.533333,0.600000,0.204706,0.033275,0.161058,0.146044,0.015907,-0.104129,77.362660,0.000000
TurnRight,0.537500,0.600000,0.205987,0.031982,0.159051,0.145685,0.015882,-0.104712,78.154420,0.000000
TurnRight,0.541667,0.600000,0.206683,0.030701,0.157355,0.145331,0.015855,-0.105348,78.943300,0.000000
TurnRight,0.545833,0.600000,0.206907,0.029483,0.156015,0.144983,0.015822,-0.106013,79.729490,0.000000
TurnRight,0.550000,0.600000,0.206773,0.028384,0.155073,0.144639,0.015778,-0.106687,80.513160,0.000000
TurnRight,0.554167,0.600000,0.206433,0.027467,0.154515,0.144381,0.015819,-0.107342,81.294470,0.000000
TurnRight,0.558333,0.600000,0.205863,0.026573,0.154307,0.144128,0.015842,-0.107963,82.073590,0.000000
TurnRight,0.562500,0.600000,0.205154,0.025722,0.154470,0.143880,0.015842,-0.108529,82.850700,0.000000
TurnRight,0.566667,0.600000,0.204395,0.024928,0.155022,0.143637,0.015815,-0.109019,83.625920,0.000000
TurnRight,0.570833,0.600000,0.203608,0.024307,0.155816,0.143349,0.015888,-0.109323,84.399420,0.000000
TurnRight,0.575000,0.600000,0.202878,0.023710,0.156589,0.143081,0.015947,-0.109504,85.171310,0.000000
TurnRight,0.579167,0.600000,0.202205,0.023127,0.157329,0.142826,0.015990,-0.109655,85.941750,0.000000
TurnRight,0.583333,0.600000,0.201591,0.022549,0.158025,0.142575,0.016013,-0.109870,86.710870,0.000000
TurnRight,0.587500,0.600000,0.200827,0.021991,0.158646,0.142069,0.016039,-0.110180,87.478790,0.000000
TurnRight,0.591667,0.600000,0.200121,0.021415,0.159193,0.141491,0.016045,-0.110509,88.245630,0.000000
TurnRight,0.595833,0.600000,0.199474,0.020811,0.159650,0.140885,0.016042,-0.110835,89.011500,0.000000
TurnRight,0.600000,0.600000,0.198883,0.020165,0.159999,0.140293,0.016041,-0.111139,89.776510,0.000000
TurnLeft_InPlace,0.000000,0.300000,-0.218807,0.006238,0.194880,0.182387,0.006362,0.080704,6.124225,0.000000
TurnLeft_InPlace,0.004167,0.300000,-0.215776,0.006860,0.200322,0.183685,0.006302,0.076425,6.124220,0.000000
TurnLeft_InPlace,0.008333,0.300000,-0.213487,0.008146,0.206467,0.184523,0.006287,0.072188,6.124213,0.000000
TurnLeft_InPlace,0.012500,0.300000,-0.211126,0.009883,0.211381,0.185126,0.006152,0.068009,6.124215,0.000000
TurnLeft_InPlace,0.016667,0.300000,-0.208473,0.011886,0.214432,0.185556,0.005903,0.063876,6.124219,0.000000
TurnLeft_InPlace,0.020833,0.300000,-0.205804,0.014065,0.215935,0.185828,0.005627,0.059747,6.124222,0.000000
TurnLeft_InPlace,0.025000,0.300000,-0.203539,0.016380,0.216244,0.186058,0.005399,0.055524,6.124250,0.000000
TurnLeft_InPlace,0.029167,0.300000,-0.202107,0.018656,0.215749,0.186310,0.005204,0.051158,6.124252,0.000000
TurnLeft_InPlace,0.033333,0.300000,-0.202052,0.020705,0.215070,0.186581,0.005061,0.046758,6.124234,0.000000
TurnLeft_InPlace,0.037500,0.300000,-0.203203,0.022522,0.214152,0.187075,0.005209,0.042211,6.124236,0.000000
TurnLeft_InPlace,0.041667,0.300000,-0.205905,0.023714,0.211613,0.187773,0.005449,0.037564,6.124238,0.000000
TurnLeft_InPlace,0.045833,0.300000,-0.210644,0.023968,0.206010,0.188604,0.005574,0.032960,6.124225,0.000000
TurnLeft_InPlace,0.050000,0.300000,-0.217628,0.023527,0.197051,0.189627,0.005806,0.028551,6.124248,0.000000
TurnLeft_InPlace,0.054167,0.300000,-0.226580,0.022428,0.184627,0.190487,0.006030,0.024531,6.124236,0.000000
TurnLeft_InPlace,0.058333,0.300000,-0.236903,0.021002,0.166338,0.191207,0.006262,0.020740,6.124242,0.000000
TurnLeft_InPlace,0.062500,0.300000,-0.248038,0.019993,0.143915,0.191776,0.006523,0.016999,6.124235,0.000000
TurnLeft_InPlace,0.066667,0.300000,-0.259978,0.019598,0.117706,0.192104,0.006626,0.013152,6.124223,0.000000
TurnLeft_InPlace,0.070833,0.300000,-0.271246,0.019786,0.087312,0.192108,0.006499,0.008927,6.124230,0.000000
TurnLeft_InPlace,0.075000,0.300000,-0.278493,0.020542,0.053965,0.191802,0.006492,0.003880,6.124248,0.000000
TurnLeft_InPlace,0.079167,0.300000,-0.280955,0.021205,0.022736,0.190712,0.006307,-0.001427,6.124242,0.000000
TurnLeft_InPlace,0.083333,0.300000,-0.280513,0.023161,-0.003542,0.189270,0.006220,-0.006511,6.124248,0.000000
TurnLeft_InPlace,0.087500,0.300000,-0.278063,0.025555,-0.025861,0.187769,0.006193,-0.010942,6.124254,0.000000
TurnLeft_InPlace,0.091667,0.300000,-0.274452,0.027819,-0.047057,0.186345,0.006100,-0.015483,6.124243,0.000000
TurnLeft_InPlace,0.095833,0.300000,-0.270313,0.029833,-0.068662,0.184970,0.005885,-0.020840,6.124228,0.000000
TurnLeft_InPlace,0.100000,0.300000,-0.265706,0.031332,-0.088607,0.183527,0.005730,-0.026280,6.124252,0.000000
TurnLeft_InPlace,0.104167,0.300000,-0.260385,0.031047,-0.106220,0.182099,0.005682,-0.029948,6.124246,0.000000
TurnLeft_InPlace,0.108333,0.300000,-0.253425,0.027558,-0.117950,0.181066,0.005891,-0.031409,6.124249,0.000000
TurnLeft_InPlace,0.112500,0.300000,-0.246637,0.022663,-0.124182,0.179989,0.006164,-0.032251,6.124245,0.000000
TurnLeft_InPlace,0.116667,0.300000,-0.242738,0.019089,-0.126832,0.178767,0.006326,-0.034430,6.124229,0.000000
TurnLeft_InPlace,0.120833,0.300000,-0.243609,0.018435,-0.127552,0.177585,0.006491,-0.038715,6.124222,0.000000
TurnLeft_InPlace,0.125000,0.300000,-0.248210,0.020012,-0.126508,0.176652,0.007217,-0.043849,6.124237,0.000000
TurnLeft_InPlace,0.129167,0.300000,-0.251201,0.020482,-0.124081,0.176096,0.008862,-0.049241,6.124244,0.000000
TurnLeft_InPlace,0.133333,0.300000,-0.253348,0.019658,-0.120953,0.174169,0.011185,-0.056585,6.124241,0.000000
TurnLeft_InPlace,0.137500,0.300000,-0.256270,0.018491,-0.117774,0.170995,0.014477,-0.065244,6.124239,0.000000
TurnLeft_InPlace,0.141667,0.300000,-0.259955,0.017355,-0.114869,0.167167,0.018422,-0.073091,6.124242,0.000000
TurnLeft_InPlace,0.145833,0.300000,-0.263784,0.016283,-0.112233,0.163210,0.022256,-0.078366,6.124240,0.000000
TurnLeft_InPlace,0.150000,0.300000,-0.267758,0.015367,-0.109609,0.159183,0.025338,-0.081277,6.124227,0.000000
TurnLeft_InPlace,0.154167,0.300000,-0.271849,0.014708,-0.106802,0.154652,0.027366,-0.083265,6.124228,0.000000
TurnLeft_InPlace,0.158333,0.300000,-0.275572,0.014546,-0.103503,0.150170,0.028262,-0.083130,6.124230,0.000000
TurnLeft_InPlace,0.162500,0.300000,-0.279010,0.014444,-0.099775,0.145895,0.028120,-0.080895,6.124243,0.000000
TurnLeft_InPlace,0.166667,0.300000,-0.282210,0.014243,-0.095637,0.142040,0.027208,-0.076958,6.124249,0.000000
TurnLeft_InPlace,0.170833,0.300000,-0.285257,0.013961,-0.091239,0.138817,0.025812,-0.071811,6.124237,0.000000
TurnLeft_InPlace,0.175000,0.300000,-0.288295,0.013652,-0.086941,0.136416,0.024190,-0.065762,6.124226,0.000000
TurnLeft_InPlace,0.179167,0.300000,-0.291276,0.013376,-0.082672,0.135055,0.022620,-0.059037,6.124250,0.000000
TurnLeft_InPlace,0.183333,0.300000,-0.294043,0.013276,-0.078157,0.134999,0.021309,-0.050959,6.124244,0.000000
TurnLeft_InPlace,0.187500,0.300000,-0.296665,0.013197,-0.073578,0.135982,0.020092,-0.042047,6.124235,0.000000
TurnLeft_InPlace,0.191667,0.300000,-0.299176,0.013101,-0.069000,0.137781,0.018925,-0.033088,6.124229,0.000000
TurnLeft_InPlace,0.195833,0.300000,-0.301593,0.013006,-0.064422,0.140240,0.017820,-0.024638,6.124229,0.000000
TurnLeft_InPlace,0.200000,0.300000,-0.303929,0.012926,-0.059843,0.143161,0.016790,-0.016620,6.124252,0.000000
TurnLeft_InPlace,0.204167,0.300000,-0.306179,0.012879,-0.055254,0.146170,0.015786,-0.008536,6.124242,0.000000
TurnLeft_InPlace,0.208333,0.300000,-0.308261,0.012868,-0.050549,0.148966,0.014740,-0.000058,6.124247,0.000000
TurnLeft_InPlace,0.212500,0.300000,-0.310191,0.012865,-0.045752,0.151335,0.013566,0.008561,6.124247,0.000000
TurnLeft_InPlace,0.216667,0.300000,-0.312021,0.012862,-0.040918,0.153208,0.012277,0.017458,6.124248,0.000000
TurnLeft_InPlace,0.220833,0.300000,-0.313804,0.012867,-0.036103,0.154642,0.010934,0.027110,6.124249,0.000000
TurnLeft_InPlace,0.225000,0.300000,-0.315550,0.012893,-0.031325,0.155836,0.009587,0.038110,6.124224,0.000000
TurnLeft_InPlace,0.229167,0.300000,-0.317194,0.012948,-0.026556,0.157389,0.008311,0.051031,6.124240,0.000000
TurnLeft_InPlace,0.233333,0.300000,-0.318640,0.013038,-0.021524,0.158603,0.007700,0.064539,6.124242,0.000000
TurnLeft_InPlace,0.237500,0.300000,-0.319698,0.013067,-0.015876,0.158881,0.008027,0.077544,6.124233,0.000000
TurnLeft_InPlace,0.241667,0.300000,-0.320263,0.012990,-0.009455,0.157590,0.009306,0.090153,6.124236,0.000000
TurnLeft_InPlace,0.245833,0.300000,-0.320362,0.012840,-0.002380,0.154567,0.011389,0.102688,6.124258,0.000000
TurnLeft_InPlace,0.250000,0.300000,-0.320193,0.012762,0.004942,0.150578,0.013929,0.114669,6.124263,0.000000
TurnLeft_InPlace,0.254167,0.300000,-0.319733,0.012766,0.012009,0.146928,0.016403,0.125820,6.124187,0.000000
TurnLeft_InPlace,0.258333,0.300000,-0.317636,0.012226,0.022843,0.144079,0.017745,0.135024,6.124661,0.000000
TurnLeft_InPlace,0.262500,0.300000,-0.313329,0.011140,0.039437,0.141953,0.017681,0.140366,6.125869,0.000000
TurnLeft_InPlace,0.266667,0.300000,-0.306417,0.009774,0.060979,0.141158,0.016422,0.141356,6.127370,0.000000
TurnLeft_InPlace,0.270833,0.300000,-0.296759,0.008446,0.085248,0.142588,0.014412,0.138430,6.128557,0.000000
TurnLeft_InPlace,0.275000,0.300000,-0.284462,0.007308,0.110326,0.146763,0.012055,0.132118,6.129042,0.000000
TurnLeft_InPlace,0.279167,0.300000,-0.270310,0.006526,0.133871,0.153397,0.009889,0.122736,6.128755,0.000000
TurnLeft_InPlace,0.283333,0.300000,-0.255608,0.006104,0.154672,0.161099,0.008191,0.111822,6.127836,0.000000
TurnLeft_InPlace,0.287500,0.300000,-0.241686,0.005972,0.171754,0.168803,0.007077,0.100701,6.126589,0.000000
TurnLeft_InPlace,0.291667,0.300000,-0.230018,0.006027,0.184422,0.175494,0.006511,0.090762,6.125377,0.000000
TurnLeft_InPlace,0.295833,0.300000,-0.222040,0.006154,0.192138,0.180282,0.006346,0.083640,6.124530,0.000000
TurnLeft_InPlace,0.300000,0.300000,-0.218807,0.006238,0.194880,0.182387,0.006362,0.080704,6.124225,0.000000
TurnRight_InPlace,0.000000,0.300000,-0.197720,0.020165,0.152741,0.077815,0.016041,0.120660,354.224300,0.000000
TurnRight_InPlace,0.004167,0.300000,-0.201929,0.020210,0.148115,0.074599,0.016713,0.122494,354.224300,0.000000
TurnRight_InPlace,0.008333,0.300000,-0.206608,0.020366,0.143339,0.071239,0.017403,0.124526,354.224300,0.000000
TurnRight_InPlace,0.012500,0.300000,-0.211499,0.020583,0.138383,0.067892,0.018053,0.126666,354.224300,0.000000
TurnRight_InPlace,0.016667,0.300000,-0.216303,0.020814,0.133251,0.064717,0.018614,0.128829,354.224300,0.000000
TurnRight_InPlace,0.020833,0.300000,-0.220715,0.021022,0.128006,0.061869,0.019042,0.130970,354.224300,0.000000
TurnRight_InPlace,0.025000,0.300000,-0.224454,0.021179,0.122748,0.059464,0.019283,0.133055,354.224300,0.000000
TurnRight_InPlace,0.029167,0.300000,-0.227390,0.021026,0.117151,0.057375,0.018807,0.134528,354.224300,0.000000
TurnRight_InPlace,0.033333,0.300000,-0.230166,0.020885,0.111353,0.056708,0.018517,0.136301,354.224300,0.000000
TurnRight_InPlace,0.037500,0.300000,-0.232553,0.020690,0.105365,0.059645,0.019001,0.138626,354.224300,0.000000
TurnRight_InPlace,0.041667,0.300000,-0.234611,0.020497,0.099410,0.066960,0.020523,0.141409,354.224300,0.000000
TurnRight_InPlace,0.045833,0.300000,-0.236743,0.020363,0.093497,0.077829,0.022986,0.143987,354.224300,0.000000
TurnRight_InPlace,0.050000,0.300000,-0.239502,0.020231,0.087173,0.090091,0.025764,0.145534,354.224300,0.000000
TurnRight_InPlace,0.054167,0.300000,-0.242502,0.020376,0.080627,0.101950,0.028363,0.146127,354.224300,0.000000
TurnRight_InPlace,0.058333,0.300000,-0.245011,0.020434,0.074087,0.112038,0.030436,0.145727,354.224300,0.000000
TurnRight_InPlace,0.062500,0.300000,-0.247162,0.020410,0.067565,0.119925,0.031693,0.144253,354.224300,0.000000
TurnRight_InPlace,0.066667,0.300000,-0.249083,0.020336,0.061114,0.126092,0.032177,0.141920,354.224300,0.000000
TurnRight_InPlace,0.070833,0.300000,-0.250851,0.020255,0.054813,0.131340,0.032166,0.139006,354.224300,0.000000
TurnRight_InPlace,0.075000,0.300000,-0.252559,0.020212,0.048722,0.136315,0.031966,0.135671,354.224300,0.000000
TurnRight_InPlace,0.079167,0.300000,-0.254422,0.020239,0.042665,0.141469,0.031870,0.131761,354.224300,0.000000
TurnRight_InPlace,0.083333,0.300000,-0.256390,0.020313,0.036426,0.146507,0.031793,0.127231,354.224300,0.000000
TurnRight_InPlace,0.087500,0.300000,-0.258161,0.020394,0.030089,0.151585,0.031636,0.122242,354.224300,0.000000
TurnRight_InPlace,0.091667,0.300000,-0.259647,0.020441,0.023684,0.156957,0.031374,0.116538,354.224300,0.000000
TurnRight_InPlace,0.095833,0.300000,-0.260892,0.020426,0.017182,0.162703,0.030950,0.109516,354.224300,0.000000
TurnRight_InPlace,0.100000,0.300000,-0.261982,0.020344,0.010505,0.168586,0.030157,0.100470,354.224300,0.000000
TurnRight_InPlace,0.104167,0.300000,-0.262226,0.020382,0.003923,0.175525,0.028947,0.088805,354.224300,0.000000
TurnRight_InPlace,0.108333,0.300000,-0.262347,0.020390,-0.002841,0.182679,0.027295,0.074802,354.224300,0.000000
TurnRight_InPlace,0.112500,0.300000,-0.262175,0.020248,-0.009703,0.188798,0.025249,0.060271,354.224300,0.000000
TurnRight_InPlace,0.116667,0.300000,-0.261839,0.019978,-0.016695,0.192415,0.022936,0.048342,354.224300,0.000000
TurnRight_InPlace,0.120833,0.300000,-0.261554,0.019698,-0.023871,0.193179,0.020592,0.041742,354.224300,0.000000
TurnRight_InPlace,0.125000,0.300000,-0.261388,0.019553,-0.031229,0.191890,0.018364,0.040516,354.224300,0.000000
TurnRight_InPlace,0.129167,0.300000,-0.260767,0.019441,-0.038424,0.190637,0.016525,0.041731,354.224300,0.000000
TurnRight_InPlace,0.133333,0.300000,-0.260492,0.019480,-0.047290,0.190313,0.015157,0.046237,354.224300,0.000000
TurnRight_InPlace,0.137500,0.300000,-0.260473,0.019314,-0.057706,0.189367,0.014499,0.050996,354.224300,0.000000
TurnRight_InPlace,0.141667,0.300000,-0.260298,0.018675,-0.068051,0.187673,0.014544,0.054776,354.224300,0.000000
TurnRight_InPlace,0.145833,0.300000,-0.259954,0.017402,-0.075418,0.185877,0.015033,0.057693,354.224300,0.000000
TurnRight_InPlace,0.150000,0.300000,-0.260134,0.015789,-0.077112,0.184307,0.015534,0.059833,354.224300,0.000000
TurnRight_InPlace,0.154167,0.300000,-0.258081,0.016739,-0.081528,0.183174,0.015726,0.061651,354.224300,0.000000
TurnRight_InPlace,0.158333,0.300000,-0.254521,0.020377,-0.085085,0.182239,0.015973,0.064276,354.224300,0.000000
TurnRight_InPlace,0.162500,0.300000,-0.251791,0.026684,-0.083758,0.180992,0.016124,0.067020,354.224300,0.000000
TurnRight_InPlace,0.166667,0.300000,-0.249391,0.033308,-0.074689,0.179283,0.016023,0.069245,354.224300,0.000000
TurnRight_InPlace,0.170833,0.300000,-0.245396,0.037344,-0.059408,0.177236,0.015717,0.070861,354.224300,0.000000
TurnRight_InPlace,0.175000,0.300000,-0.239137,0.037844,-0.044671,0.174995,0.015586,0.072502,354.224300,0.000000
TurnRight_InPlace,0.179167,0.300000,-0.231412,0.036472,-0.029295,0.173110,0.015653,0.074582,354.224300,0.000000
TurnRight_InPlace,0.183333,0.300000,-0.223037,0.034437,-0.014387,0.171526,0.015623,0.077036,354.224300,0.000000
TurnRight_InPlace,0.187500,0.300000,-0.215042,0.032669,-0.000516,0.169877,0.015521,0.079704,354.224300,0.000000
TurnRight_InPlace,0.191667,0.300000,-0.208061,0.031465,0.012235,0.168077,0.015376,0.082493,354.224300,0.000000
TurnRight_InPlace,0.195833,0.300000,-0.202123,0.030708,0.024275,0.166197,0.015213,0.085367,354.224300,0.000000
TurnRight_InPlace,0.200000,0.300000,-0.196720,0.030140,0.036348,0.164271,0.015061,0.088296,354.224300,0.000000
TurnRight_InPlace,0.204167,0.300000,-0.192140,0.030113,0.048713,0.162129,0.015253,0.091367,354.224300,0.000000
TurnRight_InPlace,0.208333,0.300000,-0.188152,0.030219,0.061125,0.160042,0.015409,0.094441,354.224300,0.000000
TurnRight_InPlace,0.212500,0.300000,-0.184439,0.030406,0.073712,0.158040,0.015544,0.097504,354.224300,0.000000
TurnRight_InPlace,0.216667,0.300000,-0.180667,0.030633,0.086562,0.156157,0.015668,0.100544,354.224300,0.000000
TurnRight_InPlace,0.220833,0.300000,-0.176526,0.030877,0.099768,0.154396,0.015791,0.103566,354.224300,0.000000
TurnRight_InPlace,0.225000,0.300000,-0.171766,0.031168,0.113464,0.152681,0.015916,0.106610,354.224300,0.000000
TurnRight_InPlace,0.229167,0.300000,-0.166607,0.031707,0.127629,0.150663,0.016038,0.109675,354.224300,0.000000
TurnRight_InPlace,0.233333,0.300000,-0.161594,0.032470,0.141175,0.148337,0.016097,0.112364,354.224300,0.000000
TurnRight_InPlace,0.237500,0.300000,-0.156107,0.033426,0.154633,0.145537,0.016036,0.114768,354.224300,0.000000
TurnRight_InPlace,0.241667,0.300000,-0.149973,0.034564,0.167955,0.142373,0.015915,0.116946,354.224300,0.000000
TurnRight_InPlace,0.245833,0.300000,-0.143588,0.035802,0.180626,0.139117,0.015821,0.118930,354.224300,0.000000
TurnRight_InPlace,0.250000,0.300000,-0.137713,0.036920,0.192054,0.136039,0.015762,0.120763,354.224300,0.000000
TurnRight_InPlace,0.254167,0.300000,-0.133295,0.037683,0.201817,0.133447,0.015761,0.122529,354.224300,0.000000
TurnRight_InPlace,0.258333,0.300000,-0.132498,0.037436,0.208403,0.130212,0.015790,0.124325,354.224400,0.000000
TurnRight_InPlace,0.262500,0.300000,-0.135813,0.036005,0.210737,0.125323,0.015821,0.125972,354.224700,0.000000
TurnRight_InPlace,0.266667,0.300000,-0.142545,0.033598,0.208731,0.118797,0.015842,0.127231,354.225000,0.000000
TurnRight_InPlace,0.270833,0.300000,-0.151378,0.030639,0.202987,0.111362,0.015859,0.127897,354.225200,0.000000
TurnRight_InPlace,0.275000,0.300000,-0.160967,0.027587,0.194399,0.103878,0.015903,0.127833,354.225300,0.000000
TurnRight_InPlace,0.279167,0.300000,-0.170274,0.024840,0.184183,0.096799,0.015926,0.126969,354.225200,0.000000
TurnRight_InPlace,0.283333,0.300000,-0.179113,0.022763,0.174028,0.090513,0.015941,0.125631,354.225000,0.000000
TurnRight_InPlace,0.287500,0.300000,-0.186814,0.021400,0.165129,0.085276,0.015962,0.124049,354.224700,0.000000
TurnRight_InPlace,0.291667,0.300000,-0.192732,0.020619,0.158347,0.081308,0.015989,0.122490,354.224500,0.000000
TurnRight_InPlace,0.295833,0.300000,-0.196405,0.020254,0.154202,0.078785,0.016020,0.121255,354.224400,0.000000
TurnRight_InPlace,0.300000,0.300000,-0.197720,0.020165,0.152741,0.077815,0.016041,0.120660,354.224300,0.000000
